Event_Name,Date,Fav_Fighter,Un_Fighter,Fighter_ID_Fav,Fighter_ID_Un,Result_Fav,Result_Un,Round,Round_Format,Weight_Class,Time,Method,Height_Fav,Reach_Fav,Stance_Fav,Height_Un,Reach_Un,Stance_Un,Age_At_Fight_Fav_Days,Age_At_Fight_Un_Days,Age_At_Fight_Fav_Years,Age_At_Fight_Un_Years,Age_Diff_Years,Age_Diff_Days,Avg_Odds_Fav,Avg_Odds_Un,Med_Odds_Fav,Med_Odds_Un,Impld_Prob_Avg_Fav,Impld_Prob_Avg_Un,Impld_Prob_Med_Fav,Impld_Prob_Med_Un,USodds_Fav_1,USodds_Un_1,USodds_Fav_2,USodds_Un_2,USodds_Fav_3,USodds_Un_3,USodds_Fav_4,USodds_Un_4,USodds_Fav_5,USodds_Un_5,Decodds_Fav_1,Decodds_Un_1,Decodds_Fav_2,Decodds_Un_2,Decodds_Fav_3,Decodds_Un_3,Decodds_Fav_4,Decodds_Un_4,Decodds_Fav_5,Decodds_Un_5,KD_Fav,KD_Un,Pass_Fav,Pass_Un,Rev_Fav,Rev_Un,Sig_Str_Fav,Sig_Str_Un,Sig_Str_Body_Fav,Sig_Str_Body_Un,Sig_Str_Clinch_Fav,Sig_Str_Clinch_Un,Sig_Str_Distance_Fav,Sig_Str_Distance_Un,Sig_Str_Ground_Fav,Sig_Str_Ground_Un,Sig_Str_Head_Fav,Sig_Str_Head_Un,Sig_Str_Leg_Fav,Sig_Str_Leg_Un,Sig_Str_Pct_Fav,Sig_Str_Pct_Un,Sub_Att_Fav,Sub_Att_Un,TD_Fav,TD_Un,TD_Pct_Fav,TD_Pct_Un,Total_Str_Fav,Total_Str_Un,Nickname_Fav,Nickname_Un,DOB_Fav,DOB_Un,Betting_ID,Event_ID,Fight_ID,Details
UFC 105: Couture vs Vera,11/14/2009,Matthew Riddle,Nick Osipczak,http://ufcstats.com/fighter-details/d023ae89a2a4a41e,http://ufcstats.com/fighter-details/5b407acfe0ef9b76,L,W,3,3 Rnd (5-5-5),Welterweight Bout,3:53,KO/TKO,"6' 1""","74.0""",Southpaw,"6' 2""","76.0""",Orthodox,8705,9085,23.84931507,24.89041096,-1.04109589,-380,1.306530425,3.4,1.3003003,3.3,76.53859264,29.41176471,76.90531178,30.3030303,-333,220,-290,230,-340,260,-350,225,-325,265,1.3003003,3.2,1.344827586,3.3,1.294117647,3.6,1.285714286,3.25,1.307692308,3.65,0,0,1,4,0,2,28 of 54,46 of 101,5 of 6,6 of 10,10 of 15,4 of 9,13 of 30,13 of 41,5 of 9,29 of 51,11 of 34,35 of 80,12 of 14,5 of 11,51%,45%,0,1,4 of 12,0 of 0,33%,0%,68 of 101,116 of 174,"""Deep Waters""",,1/14/1986,12/30/1984,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,http://www.ufcstats.com/event-details/fa8b9e6b0c2269f8,http://www.ufcstats.com/fight-details/81283a33e907dbbe,
UFC 105: Couture vs Vera,11/14/2009,John Hathaway,Paul Taylor,http://ufcstats.com/fighter-details/28f3c2258a1d8874,http://ufcstats.com/fighter-details/9b74de674c355425,W,L,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Unanimous,"6' 1""","75.0""",Orthodox,"6' 0""","72.0""",Orthodox,8150,10927,22.32876712,29.9369863,-7.608219178,-2777,1.37842325,3,1.380228137,3,72.54665794,33.33333333,72.45179063,33.33333333,-263,180,-260,200,-250,190,-275,215,-275,215,1.380228137,2.8,1.384615385,3,1.4,2.9,1.363636364,3.15,1.363636364,3.15,0,0,3,0,0,0,80 of 148,5 of 19,19 of 23,1 of 1,1 of 2,2 of 3,4 of 10,3 of 16,75 of 136,0 of 0,59 of 123,1 of 13,2 of 2,3 of 5,54%,26%,0,1,5 of 6,0 of 0,83%,0%,239 of 330,11 of 25,"""The Hitman""","""Relentless""",7/23/1987,12/15/1979,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,http://www.ufcstats.com/event-details/fa8b9e6b0c2269f8,http://www.ufcstats.com/fight-details/cb510afff3dafdab,Chris Watts30 - 27.
UFC 105: Couture vs Vera,11/14/2009,Jared Hamman,Alexander Gustafsson,http://ufcstats.com/fighter-details/23459ee7e373b98f,http://ufcstats.com/fighter-details/3c6976f8182d9527,L,W,1,3 Rnd (5-5-5),Light Heavyweight Bout,0:41,KO/TKO,"6' 3""","75.0""",Orthodox,"6' 5""","79.0""",Orthodox,10114,8339,27.70958904,22.84657534,4.863013699,1775,1.687303173,2.15,1.680272109,2.1,59.26617196,46.51162791,59.51417004,47.61904762,-147,105,-165,135,-150,125,-140,110,-130,100,1.680272109,2.05,1.606060606,2.35,1.666666667,2.25,1.714285714,2.1,1.769230769,2,0,1,0,0,0,0,6 of 17,6 of 23,0 of 1,0 of 0,0 of 0,0 of 0,6 of 17,2 of 16,0 of 0,4 of 7,3 of 13,6 of 23,3 of 3,0 of 0,35%,26%,0,0,0 of 0,0 of 0,0%,0%,6 of 17,6 of 23,"""The Messenger""","""The Mauler""",3/7/1982,1/15/1987,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,http://www.ufcstats.com/event-details/fa8b9e6b0c2269f8,http://www.ufcstats.com/fight-details/964245b54324810d,
UFC 105: Couture vs Vera,11/14/2009,Terry Etim,Shannon Gugerty,http://ufcstats.com/fighter-details/33011768c3c4dc9a,http://ufcstats.com/fighter-details/9f1641c08cf8fbe2,W,L,2,3 Rnd (5-5-5),Lightweight Bout,1:24,Submission,"6' 1""","73.0""",Orthodox,"5' 10""","71.0""",Orthodox,8708,10181,23.85753425,27.89315068,-4.035616438,-1473,1.248231291,3.86,1.25,3.85,80.1133578,25.90673575,80,25.97402597,-400,250,-365,285,-500,325,-370,245,-405,325,1.25,3.5,1.273972603,3.85,1.2,4.25,1.27027027,3.45,1.24691358,4.25,0,0,0,0,0,0,17 of 57,11 of 41,0 of 0,1 of 2,2 of 2,0 of 0,15 of 55,10 of 40,0 of 0,1 of 1,5 of 43,4 of 30,12 of 14,6 of 9,29%,26%,1,0,0 of 0,1 of 2,0%,50%,17 of 57,17 of 48,,,1/11/1986,12/30/1981,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,http://www.ufcstats.com/event-details/fa8b9e6b0c2269f8,http://www.ufcstats.com/fight-details/4f36bc6fe119c4ac,
UFC 104: Machida vs Shogun,10/24/2009,Lyoto Machida,Mauricio Rua,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,http://ufcstats.com/fighter-details/140745cbbcb023ac,W,L,5,5 Rnd (5-5-5-5-5),UFC Light Heavyweight Title Bout,5:00,Decision - Unanimous,"6' 1""","74.0""",Southpaw,"6' 1""","76.0""",Orthodox,11470,10195,31.42465753,27.93150685,3.493150685,1275,1.233282938,3.966,1.227272727,4,81.08439429,25.21432173,81.48148148,25,-400,250,-461,393,-400,300,-450,300,-440,240,1.25,3.5,1.21691974,4.93,1.25,4,1.222222222,4,1.227272727,3.4,0,0,0,0,0,0,35 of 108,80 of 146,21 of 32,16 of 29,10 of 21,32 of 41,25 of 87,48 of 105,0 of 0,0 of 0,11 of 62,15 of 46,3 of 14,49 of 71,32%,54%,0,0,0 of 0,0 of 4,0%,0%,39 of 113,82 of 148,"""The Dragon""","""Shogun""",5/30/1978,11/25/1981,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,http://www.ufcstats.com/event-details/7c0847d3854a95f2,http://www.ufcstats.com/fight-details/e60e53bdc614a0af,Marcos Rosales48 - 47.
UFC 104: Machida vs Shogun,10/24/2009,Yushin Okami,Chael Sonnen,http://ufcstats.com/fighter-details/acff437707625fc7,http://ufcstats.com/fighter-details/48d1f690b763934c,L,W,3,3 Rnd (5-5-5),Middleweight Bout,5:00,Decision - Unanimous,"6' 2""","75.0""",Southpaw,"6' 1""","74.0""",Southpaw,10322,11892,28.27945205,32.58082192,-4.301369863,-1570,1.345934056,3.272,1.338983051,3.35,74.2978451,30.56234719,74.6835443,29.85074627,-278,190,-302,266,-295,235,-325,250,-255,195,1.35971223,2.9,1.331125828,3.66,1.338983051,3.35,1.307692308,3.5,1.392156863,2.95,0,0,0,2,0,0,25 of 154,91 of 281,1 of 2,6 of 20,0 of 0,25 of 29,25 of 154,64 of 248,0 of 0,2 of 4,23 of 151,38 of 204,1 of 1,47 of 57,16%,32%,1,0,0 of 0,4 of 7,0%,57%,29 of 158,144 of 337,"""Thunder""",,7/21/1981,4/3/1977,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,http://www.ufcstats.com/event-details/7c0847d3854a95f2,http://www.ufcstats.com/fight-details/32ae3f0d43babd86,Tony Weeks30 - 27.
UFC 104: Machida vs Shogun,10/24/2009,Joe Stevenson,Spencer Fisher,http://ufcstats.com/fighter-details/79899ecf62020f6d,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,W,L,2,3 Rnd (5-5-5),Lightweight Bout,4:03,KO/TKO,"5' 7""","70.0""",Orthodox,"5' 7""","70.0""",Southpaw,9993,12221,27.37808219,33.48219178,-6.104109589,-2228,1.397854406,2.982,1.4,2.95,71.53820853,33.53454058,71.42857143,33.89830508,-250,175,-225,201,-290,230,-250,195,-250,190,1.4,2.75,1.444444444,3.01,1.344827586,3.3,1.4,2.95,1.4,2.9,0,0,2,0,0,0,28 of 53,14 of 44,0 of 0,4 of 6,1 of 1,1 of 2,3 of 22,13 of 42,24 of 30,0 of 0,28 of 51,3 of 29,0 of 2,7 of 9,52%,31%,0,0,2 of 7,0 of 0,28%,0%,51 of 81,20 of 51,"""Daddy""","""The King""",6/15/1982,5/9/1976,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,http://www.ufcstats.com/event-details/7c0847d3854a95f2,http://www.ufcstats.com/fight-details/1238f31a41b78528,
UFC 104: Machida vs Shogun,10/24/2009,Cain Velasquez,Ben Rothwell,http://ufcstats.com/fighter-details/0ff11cc094e887bc,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,W,L,2,3 Rnd (5-5-5),Heavyweight Bout,0:58,KO/TKO,"6' 1""","77.0""",Orthodox,"6' 4""","78.0""",Orthodox,9950,10234,27.26027397,28.03835616,-0.778082192,-284,1.299983656,3.47,1.298507463,3.5,76.92404403,28.8184438,77.01149425,28.57142857,-357,225,-313,275,-340,260,-325,250,-335,225,1.280112045,3.25,1.319488818,3.75,1.294117647,3.6,1.307692308,3.5,1.298507463,3.25,0,0,3,0,0,0,62 of 95,3 of 21,3 of 3,0 of 0,0 of 1,0 of 2,10 of 21,3 of 19,52 of 73,0 of 0,56 of 89,3 of 21,3 of 3,0 of 0,65%,14%,0,0,5 of 5,0 of 0,100%,0%,84 of 119,3 of 21,,,7/28/1982,10/17/1981,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,http://www.ufcstats.com/event-details/7c0847d3854a95f2,http://www.ufcstats.com/fight-details/b4627dd3bb50be2c,
UFC 104: Machida vs Shogun,10/24/2009,Anthony Johnson,Yoshiyuki Yoshida,http://ufcstats.com/fighter-details/365fee2da473b177,http://ufcstats.com/fighter-details/ab8900ae1f1dfd4c,W,L,1,3 Rnd (5-5-5),Welterweight Bout,0:41,KO/TKO,"6' 2""","78.0""",Orthodox,"5' 11""","70.0""",Southpaw,9363,12951,25.65205479,35.48219178,-9.830136986,-3588,1.292662944,3.606,1.298507463,3.5,77.35968641,27.73155851,77.01149425,28.57142857,-357,225,-335,293,-325,250,-365,285,-330,250,1.280112045,3.25,1.298507463,3.93,1.307692308,3.5,1.273972603,3.85,1.303030303,3.5,1,0,0,0,0,0,10 of 20,0 of 1,1 of 1,0 of 1,5 of 11,0 of 0,5 of 9,0 of 1,0 of 0,0 of 0,9 of 19,0 of 0,0 of 0,0 of 0,50%,0%,0,0,0 of 0,0 of 0,0%,0%,10 of 20,0 of 1,"""Rumble""","""Zenko""",3/6/1984,5/10/1974,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,http://www.ufcstats.com/event-details/7c0847d3854a95f2,http://www.ufcstats.com/fight-details/7a72d7448159fb59,
UFC 104: Machida vs Shogun,10/24/2009,Ryan Bader,Eric Schafer,http://ufcstats.com/fighter-details/c0ab242c40decc55,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd,W,L,3,3 Rnd (5-5-5),Light Heavyweight Bout,5:00,Decision - Unanimous,"6' 2""","74.0""",Orthodox,"6' 3""","75.0""",Orthodox,9636,11722,26.4,32.11506849,-5.715068493,-2086,1.232063492,4.032,1.238095238,4,81.16464829,24.8015873,80.76923077,25,-500,300,-400,346,-400,300,-450,300,-420,270,1.2,4,1.25,4.46,1.25,4,1.222222222,4,1.238095238,3.7,2,0,1,0,0,0,52 of 166,25 of 116,1 of 1,1 of 3,5 of 7,2 of 2,33 of 131,23 of 114,14 of 28,0 of 0,46 of 159,23 of 112,5 of 6,1 of 1,31%,21%,0,1,3 of 4,0 of 0,75%,0%,74 of 192,45 of 136,"""Darth""","""Red""",6/7/1983,9/20/1977,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,http://www.ufcstats.com/event-details/7c0847d3854a95f2,http://www.ufcstats.com/fight-details/5c612d2cc1f5da21,Marcos Rosales30 - 27.
UFC 104: Machida vs Shogun,10/24/2009,Antoni Hardonk,Pat Barry,http://ufcstats.com/fighter-details/69b69c0178c4004d,http://ufcstats.com/fighter-details/658c3465581ae46b,L,W,2,3 Rnd (5-5-5),Heavyweight Bout,2:30,KO/TKO,"6' 4""","78.0""",Orthodox,"5' 11""","74.0""",Orthodox,12315,11067,33.73972603,30.32054795,3.419178082,1248,1.631923632,2.298,1.666666667,2.2,61.27737723,43.51610096,60,45.45454545,-143,102,-180,162,-150,120,-175,145,-150,120,1.699300699,2.02,1.555555556,2.62,1.666666667,2.2,1.571428571,2.45,1.666666667,2.2,0,1,0,2,0,0,29 of 72,29 of 64,2 of 5,3 of 5,0 of 2,0 of 0,29 of 70,26 of 61,0 of 0,3 of 3,6 of 39,23 of 55,21 of 28,3 of 4,40%,45%,0,0,0 of 2,0 of 0,0%,0%,29 of 72,31 of 66,,"""HD""",2/5/1976,7/7/1979,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,http://www.ufcstats.com/event-details/7c0847d3854a95f2,http://www.ufcstats.com/fight-details/d77a72e3fa8db853,
UFC 104: Machida vs Shogun,10/24/2009,Gleison Tibau,Josh Neer,http://ufcstats.com/fighter-details/75e5fec9f72910ef,http://ufcstats.com/fighter-details/d1a1314976c50bef,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"5' 10""","71.0""",Southpaw,"5' 11""","72.0""",Orthodox,9514,9711,26.06575342,26.60547945,-0.539726027,-197,1.807802282,1.934302654,1.833333333,1.909090909,55.31578371,51.69821786,54.54545455,52.38095238,-139,100,-120,-110,-130,100,-115,-115,-118,-112,1.71942446,2,1.833333333,1.909090909,1.769230769,2,1.869565217,1.869565217,1.847457627,1.892857143,0,0,3,0,0,0,22 of 121,24 of 99,1 of 3,5 of 8,2 of 4,1 of 3,19 of 114,22 of 93,1 of 3,1 of 3,21 of 118,12 of 79,0 of 0,7 of 12,18%,24%,2,0,11 of 14,0 of 0,78%,0%,35 of 135,47 of 123,,"""The Dentist""",10/7/1983,3/24/1983,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,http://www.ufcstats.com/event-details/7c0847d3854a95f2,http://www.ufcstats.com/fight-details/92975b516e6463b6,Nelson Hamilton29 - 28.
UFC 104: Machida vs Shogun,10/24/2009,Rob Kimmons,Jorge Rivera,http://ufcstats.com/fighter-details/054defd5420a551f,http://ufcstats.com/fighter-details/cb46dface0e28a2c,L,W,3,3 Rnd (5-5-5),Middleweight Bout,1:53,KO/TKO,"5' 10""","73.0""",Orthodox,"6' 1""","73.0""",Orthodox,10494,13753,28.75068493,37.67945205,-8.928767123,-3259,1.572693767,2.38,1.571428571,2.4,63.58516968,42.01680672,63.63636364,41.66666667,-175,125,-170,140,-175,145,-165,130,-190,150,1.571428571,2.25,1.588235294,2.4,1.571428571,2.45,1.606060606,2.3,1.526315789,2.5,0,1,1,2,0,0,23 of 54,66 of 136,8 of 9,13 of 14,17 of 30,23 of 39,5 of 20,15 of 43,1 of 4,28 of 54,13 of 43,53 of 122,2 of 2,0 of 0,42%,48%,0,0,1 of 3,0 of 0,33%,0%,88 of 120,135 of 224,"""The Rosedale Reaper""","""El Conquistador""",1/30/1981,2/28/1972,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,http://www.ufcstats.com/event-details/7c0847d3854a95f2,http://www.ufcstats.com/fight-details/5a9ecff594dc6bb9,
UFC 104: Machida vs Shogun,10/24/2009,Kyle Kingsbury,Razak Al-Hassan,http://ufcstats.com/fighter-details/b959e8c7fd8390d2,http://ufcstats.com/fighter-details/38b50fd1e1b5b656,W,L,3,3 Rnd (5-5-5),Light Heavyweight Bout,5:00,Decision - Split,"6' 4""","76.0""",Orthodox,"6' 2""","79.0""",Orthodox,10078,10025,27.6109589,27.46575342,0.145205479,53,1.78271627,1.977826087,1.740740741,2,56.09417588,50.56056276,57.44680851,50,-139,100,-115,-115,-115,-115,-140,110,-135,105,1.71942446,2,1.869565217,1.869565217,1.869565217,1.869565217,1.714285714,2.1,1.740740741,2.05,0,0,3,1,0,1,25 of 98,31 of 79,6 of 10,7 of 13,5 of 9,5 of 15,17 of 83,26 of 63,3 of 6,0 of 1,8 of 69,13 of 50,11 of 19,11 of 16,25%,39%,0,0,2 of 6,1 of 4,33%,25%,76 of 149,45 of 93,"""Kingsbu""",,3/22/1982,5/14/1982,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,http://www.ufcstats.com/event-details/7c0847d3854a95f2,http://www.ufcstats.com/fight-details/03c2cebad8d8c012,Cecil Peoples29 - 28.
UFC 103: Franklin vs Belfort,9/19/2009,Rich Franklin,Vitor Belfort,http://ufcstats.com/fighter-details/d897897060f10a3a,http://ufcstats.com/fighter-details/0ee783aa00e468f0,L,W,1,3 Rnd (5-5-5),Catch Weight Bout,3:02,KO/TKO,"6' 1""","75.0""",Southpaw,"6' 0""","74.0""",Southpaw,12768,11859,34.98082192,32.49041096,2.490410959,909,1.79061634,1.99754467,1.8,1.952380952,55.84669242,50.06145871,55.55555556,51.2195122,-130,-106,-140,127,-125,-105,-115,-115,-125,-105,1.769230769,1.943396226,1.714285714,2.27,1.8,1.952380952,1.869565217,1.869565217,1.8,1.952380952,0,0,0,0,0,0,4 of 19,9 of 22,2 of 3,0 of 1,0 of 0,0 of 0,4 of 19,5 of 17,0 of 0,4 of 5,0 of 14,7 of 19,2 of 2,2 of 2,21%,40%,0,0,0 of 1,0 of 0,0%,0%,4 of 19,9 of 22,"""Ace""","""The Phenom""",10/5/1974,4/1/1977,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,http://www.ufcstats.com/event-details/896c322f56b8be5a,http://www.ufcstats.com/fight-details/ec271393bc31ab72,
UFC 103: Franklin vs Belfort,9/19/2009,Josh Koscheck,Frank Trigg,http://ufcstats.com/fighter-details/dd37fd509af89f15,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,W,L,1,3 Rnd (5-5-5),Welterweight Bout,1:25,KO/TKO,"5' 10""","73.0""",Orthodox,"5' 9""","71.0""",Southpaw,11616,13649,31.82465753,37.39452055,-5.569863014,-2033,1.208422081,4.186,1.2,4,82.75254281,23.88915432,83.33333333,25,-500,305,-460,393,-500,300,-500,300,-445,295,1.2,4.05,1.217391304,4.93,1.2,4,1.2,4,1.224719101,3.95,1,0,0,0,0,0,9 of 17,1 of 9,1 of 3,0 of 1,0 of 0,0 of 0,3 of 11,1 of 9,6 of 6,0 of 0,8 of 14,1 of 7,0 of 0,0 of 1,52%,11%,0,0,0 of 0,0 of 0,0%,0%,9 of 17,1 of 9,,"""Twinkle Toes""",11/30/1977,5/7/1972,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,http://www.ufcstats.com/event-details/896c322f56b8be5a,http://www.ufcstats.com/fight-details/fd61b04ee64f7f20,
UFC 103: Franklin vs Belfort,9/19/2009,Tyson Griffin,Hermes Franca,http://ufcstats.com/fighter-details/20205040232ed0f3,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,W,L,2,3 Rnd (5-5-5),Lightweight Bout,3:26,KO/TKO,"5' 6""","68.0""",Orthodox,"5' 6""","71.0""",Orthodox,9283,12808,25.43287671,35.09041096,-9.657534247,-3525,1.298567119,3.548,1.307692308,3.5,77.00795633,28.1848929,76.47058824,28.57142857,-400,250,-300,264,-325,250,-325,250,-340,260,1.25,3.5,1.333333333,3.64,1.307692308,3.5,1.307692308,3.5,1.294117647,3.6,1,0,0,0,0,0,67 of 149,11 of 71,7 of 11,1 of 2,2 of 5,1 of 5,52 of 118,10 of 66,13 of 26,0 of 0,38 of 110,5 of 61,22 of 28,5 of 8,44%,15%,0,0,0 of 0,0 of 0,0%,0%,72 of 154,12 of 72,,,4/20/1984,8/26/1974,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,http://www.ufcstats.com/event-details/896c322f56b8be5a,http://www.ufcstats.com/fight-details/b272e9a4ed7a1b23,
UFC 103: Franklin vs Belfort,9/19/2009,Efrain Escudero,Cole Miller,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,http://ufcstats.com/fighter-details/282fa667ff9c51ed,W,L,1,3 Rnd (5-5-5),Lightweight Bout,3:36,KO/TKO,"5' 9""","70.0""",Orthodox,"6' 1""","74.0""",Orthodox,8648,9277,23.69315068,25.41643836,-1.723287671,-629,1.749141937,2.058389234,1.740740741,2.1,57.17088927,48.58167656,57.44680851,47.61904762,-161,115,-135,122,-140,110,-115,-115,-125,-105,1.621118012,2.15,1.740740741,2.22,1.714285714,2.1,1.869565217,1.869565217,1.8,1.952380952,1,0,0,0,0,0,10 of 32,6 of 53,0 of 0,2 of 7,0 of 3,0 of 0,8 of 26,6 of 53,2 of 3,0 of 0,8 of 27,3 of 43,2 of 5,1 of 3,31%,11%,0,0,1 of 1,0 of 0,100%,0%,10 of 32,6 of 53,"""Hecho En Mexico""","""Magrinho""",1/15/1986,4/26/1984,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,http://www.ufcstats.com/event-details/896c322f56b8be5a,http://www.ufcstats.com/fight-details/656e1040e6e007b2,
UFC 103: Franklin vs Belfort,9/19/2009,Junior Dos Santos,Mirko Cro Cop,http://ufcstats.com/fighter-details/63def5a5662a6917,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d,W,L,3,3 Rnd (5-5-5),Heavyweight Bout,2:00,KO/TKO,"6' 4""","77.0""",Orthodox,"6' 2""","73.0""",Southpaw,9364,12793,25.65479452,35.04931507,-9.394520548,-3429,1.60764685,2.334,1.606060606,2.3,62.20271574,42.84490146,62.26415094,43.47826087,-167,120,-157,142,-160,130,-175,145,-165,130,1.598802395,2.2,1.636942675,2.42,1.625,2.3,1.571428571,2.45,1.606060606,2.3,0,0,0,0,0,0,70 of 157,22 of 49,39 of 51,5 of 9,16 of 25,4 of 9,54 of 132,18 of 40,0 of 0,0 of 0,28 of 103,13 of 36,3 of 3,4 of 4,44%,44%,0,0,0 of 0,0 of 1,0%,0%,83 of 170,24 of 51,"""Cigano""","""Cro Cop""",1/30/1984,9/10/1974,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,http://www.ufcstats.com/event-details/896c322f56b8be5a,http://www.ufcstats.com/fight-details/2ff09ddaa2b78cc4,
UFC 103: Franklin vs Belfort,9/19/2009,Rafael Dos Anjos,Rob Emerson,http://ufcstats.com/fighter-details/6a2f7c151031653d,http://ufcstats.com/fighter-details/dc0f07928009a127,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"5' 8""","70.0""",Southpaw,"5' 9""","70.0""",Orthodox,9094,10278,24.91506849,28.15890411,-3.243835616,-1184,1.733058681,2.082,1.740740741,2,57.70145067,48.03073967,57.44680851,50,-139,100,-150,136,-130,100,-135,105,-130,100,1.71942446,2,1.666666667,2.36,1.769230769,2,1.740740741,2.05,1.769230769,2,0,0,3,0,0,0,52 of 165,27 of 172,3 of 8,1 of 5,4 of 10,3 of 7,43 of 137,23 of 162,5 of 18,1 of 3,21 of 125,16 of 156,28 of 32,10 of 11,31%,15%,0,0,2 of 12,0 of 1,16%,0%,85 of 201,34 of 181,,"""The Saint""",10/26/1984,7/30/1981,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,http://www.ufcstats.com/event-details/896c322f56b8be5a,http://www.ufcstats.com/fight-details/329a097e0b53daac,Doug Crosby30 - 27.
UFC 103: Franklin vs Belfort,9/19/2009,Tomasz Drwal,Drew McFedries,http://ufcstats.com/fighter-details/679a9054e2815943,http://ufcstats.com/fighter-details/1fd4fbdcc67de844,W,L,2,3 Rnd (5-5-5),Middleweight Bout,1:03,Submission,"6' 1""","76.0""",Orthodox,"6' 0""","72.0""",Southpaw,10102,11377,27.67671233,31.16986301,-3.493150685,-1275,1.786481077,1.996770563,1.8,1.952380952,55.97596374,50.08086651,55.55555556,51.2195122,-133,-105,-124,112,-135,105,-125,-105,-120,-110,1.751879699,1.952380952,1.806451613,2.12,1.740740741,2.05,1.8,1.952380952,1.833333333,1.909090909,0,0,4,0,0,0,31 of 73,17 of 46,0 of 0,2 of 2,6 of 10,1 of 1,22 of 56,16 of 45,3 of 7,0 of 0,24 of 66,12 of 40,7 of 7,3 of 4,42%,36%,1,0,3 of 7,0 of 0,42%,0%,36 of 80,17 of 46,"""Gorilla""","""The Massacre""",1/22/1982,7/27/1978,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,http://www.ufcstats.com/event-details/896c322f56b8be5a,http://www.ufcstats.com/fight-details/a2da03d9c25b49e5,
UFC 103: Franklin vs Belfort,9/19/2009,Martin Kampmann,Paul Daley,http://ufcstats.com/fighter-details/8b69839f3555a67b,http://ufcstats.com/fighter-details/23725c826c481e7f,L,W,1,3 Rnd (5-5-5),Welterweight Bout,2:31,KO/TKO,"6' 0""","72.0""",Orthodox,"5' 9""","76.0""",Orthodox,10017,9707,27.44383562,26.59452055,0.849315068,310,1.242305296,3.764,1.25,3.82,80.49551131,26.5674814,80,26.17801047,-400,250,-321,282,-500,300,-500,300,-400,250,1.25,3.5,1.31152648,3.82,1.2,4,1.2,4,1.25,3.5,0,0,0,0,0,0,12 of 35,27 of 63,3 of 3,2 of 3,4 of 7,8 of 13,8 of 28,19 of 50,0 of 0,0 of 0,9 of 32,25 of 60,0 of 0,0 of 0,34%,42%,0,0,0 of 2,0 of 0,0%,0%,12 of 35,29 of 65,"""The Hitman""","""Semtex""",4/17/1982,2/21/1983,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,http://www.ufcstats.com/event-details/896c322f56b8be5a,http://www.ufcstats.com/fight-details/acfa3a3c0d09bb57,
