Event_Name,Fav_Fighter,Un_Fighter,Fighter_ID_Fav,Fighter_ID_Un,Result_Fav,Result_Un,Round,Round_Format,Weight_Class,Time,Method,Height_Fav,Reach_Fav,Stance_Fav,Height_Un,Reach_Un,Stance_Un,Avg_Odds_Fav,Avg_Odds_Un,Med_Odds_Fav,Med_Odds_Un,Impld_Prob_Avg_Fav,Impld_Prob_Avg_Un,Impld_Prob_Med_Fav,Impld_Prob_Med_Un,USodds_Fav_1,USodds_Un_1,USodds_Fav_2,USodds_Un_2,USodds_Fav_3,USodds_Un_3,USodds_Fav_4,USodds_Un_4,USodds_Fav_5,USodds_Un_5,Decodds_Fav_1,Decodds_Un_1,Decodds_Fav_2,Decodds_Un_2,Decodds_Fav_3,Decodds_Un_3,Decodds_Fav_4,Decodds_Un_4,Decodds_Fav_5,Decodds_Un_5,KD_Fav,KD_Un,Pass_Fav,Pass_Un,Rev_Fav,Rev_Un,Sig_Str_Fav_Att,Sig_Str_Fav_Com,Sig_Str_Fav_Pct,Sig_Str_Un_Att,Sig_Str_Un_Com,Sig_Str_Un_Pct,Sig_Str_Body_Fav_Att,Sig_Str_Body_Fav_Com,Sig_Str_Body_Fav_Pct,Sig_Str_Body_Un_Att,Sig_Str_Body_Un_Com,Sig_Str_Body_Un_Pct,Sig_Str_Clinch_Fav_Att,Sig_Str_Clinch_Fav_Com,Sig_Str_Clinch_Fav_Pct,Sig_Str_Clinch_Un_Att,Sig_Str_Clinch_Un_Com,Sig_Str_Clinch_Un_Pct,Sig_Str_Distance_Fav_Att,Sig_Str_Distance_Fav_Com,Sig_Str_Distance_Fav_Pct,Sig_Str_Distance_Un_Att,Sig_Str_Distance_Un_Com,Sig_Str_Distance_Un_Pct,Sig_Str_Ground_Fav_Att,Sig_Str_Ground_Fav_Com,Sig_Str_Ground_Fav_Pct,Sig_Str_Ground_Un_Att,Sig_Str_Ground_Un_Com,Sig_Str_Ground_Un_Pct,Sig_Str_Head_Fav_Att,Sig_Str_Head_Fav_Com,Sig_Str_Head_Fav_Pct,Sig_Str_Head_Un_Att,Sig_Str_Head_Un_Com,Sig_Str_Head_Un_Pct,Sig_Str_Leg_Fav_Att,Sig_Str_Leg_Fav_Com,Sig_Str_Leg_Fav_Pct,Sig_Str_Leg_Un_Att,Sig_Str_Leg_Un_Com,Sig_Str_Leg_Un_Pct,Sub_Att_Fav,Sub_Att_Un,TD_Fav_Att,TD_Fav_Com,TD_Fav_Pct,TD_Un_Att,TD_Un_Com,TD_Un_Pct,Total_Str_Fav_Att,Total_Str_Fav_Com,Total_Str_Un_Att,Total_Str_Un_Com,Nickname_Fav,Nickname_Un,Betting_ID,Event_ID,Fight_ID,Details
UFC Fight Night: Namajunas vs. VanZant,Aljamain Sterling,Johnny Eduardo,http://ufcstats.com/fighter-details/cb696ebfb6598724,http://ufcstats.com/fighter-details/528c24b99fbaab79,W,L,2,3 Rnd (5-5-5),Bantamweight Bout,4:18,Submission,"5' 7""","71.0""",Orthodox,"5' 7""","71.0""",Orthodox,1.151679077,5.628,1.153846154,5.75,86.82974451,17.76830135,86.66666667,17.39130435,-650,475,-650,390,-850,525,-601,499,-600,425,1.153846154,5.75,1.153846154,4.9,1.117647059,6.25,1.166389351,5.99,1.166666667,5.25,0,0,1,0,0,0,23,61,0.37704918,4,24,0.166666667,6,14,0.428571429,0,5,0,1,1,1,0,0,0,10,39,0.256410256,4,24,0.166666667,12,21,0.571428571,0,0,0,14,40,0.35,0,11,0,3,7,0.428571429,4,8,0.5,1,0,2,2,1,0,0,0,49,90,7,27,"""Funk Master""",,https://www.bestfightodds.com/events/ufc-fight-night-80-vanzant-vs-namajunas-1023,http://www.ufcstats.com/event-details/dd39f1ca787a3d9d,http://www.ufcstats.com/fight-details/5574c020655b435e,
UFC Fight Night: Namajunas vs. VanZant,Santiago Ponzinibbio,Andreas Stahl,http://ufcstats.com/fighter-details/6d1bffff14897645,http://ufcstats.com/fighter-details/69a400af4420cd6a,W,L,1,3 Rnd (5-5-5),Welterweight Bout,4:25,KO/TKO,"6' 0""","73.0""",Orthodox,"5' 11""","73.0""",Orthodox,1.564826036,2.47,1.571428571,2.45,63.90486719,40.48582996,63.63636364,40.81632653,-162,142,-210,155,-190,150,-158,143,-175,145,1.617283951,2.42,1.476190476,2.55,1.526315789,2.5,1.632911392,2.43,1.571428571,2.45,0,1,0,0,0,0,14,34,0.411764706,48,77,0.623376623,4,5,0.8,6,7,0.857142857,0,0,0,1,2,0.5,14,34,0.411764706,45,73,0.616438356,0,0,0,2,2,1,5,23,0.217391304,35,63,0.555555556,5,6,0.833333333,7,7,1,0,0,2,2,1,0,0,0,14,35,49,78,"""Gente Boa""","""Real Steel""",https://www.bestfightodds.com/events/ufc-fight-night-80-vanzant-vs-namajunas-1023,http://www.ufcstats.com/event-details/dd39f1ca787a3d9d,http://www.ufcstats.com/fight-details/3636ca71c557c5e8,
UFC Fight Night: Namajunas vs. VanZant,Danny Roberts,Nathan Coy,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,http://ufcstats.com/fighter-details/15ec018d144710db,W,L,1,3 Rnd (5-5-5),Welterweight Bout,2:46,Submission,"6' 1""","74.0""",Southpaw,"5' 10""","69.0""",Southpaw,1.62235023,2.33,1.625,2.35,61.63897174,42.91845494,61.53846154,42.55319149,-160,140,-160,125,-175,135,-155,140,-155,125,1.625,2.4,1.625,2.25,1.571428571,2.35,1.64516129,2.4,1.64516129,2.25,0,0,0,0,0,0,6,19,0.315789474,11,27,0.407407407,1,3,0.333333333,0,0,0,1,2,0.5,0,0,0,5,17,0.294117647,9,25,0.36,0,0,0,2,2,1,3,13,0.230769231,10,24,0.416666667,2,3,0.666666667,1,3,0.333333333,1,0,0,0,0,1,1,1,8,21,14,30,"""Hot Chocolate""","""Soulforce""",https://www.bestfightodds.com/events/ufc-fight-night-80-vanzant-vs-namajunas-1023,http://www.ufcstats.com/event-details/dd39f1ca787a3d9d,http://www.ufcstats.com/fight-details/3e875e1625bbdfbd,
UFC Fight Night: Namajunas vs. VanZant,Zubaira Tukhugov,Phillipe Nover,http://ufcstats.com/fighter-details/aceffa19749c4dc0,http://ufcstats.com/fighter-details/64360e618823a8e4,W,L,3,3 Rnd (5-5-5),Featherweight Bout,5:00,Decision - Split,"5' 8""","68.0""",Orthodox,"5' 9""","72.0""",Orthodox,1.276208514,3.79,1.277777778,3.95,78.35710147,26.38522427,78.26086957,25.3164557,-360,295,-360,250,-440,305,-350,305,-320,240,1.277777778,3.95,1.277777778,3.5,1.227272727,4.05,1.285714286,4.05,1.3125,3.4,0,0,0,0,0,0,20,77,0.25974026,21,83,0.253012048,13,25,0.52,3,9,0.333333333,1,3,0.333333333,3,5,0.6,19,74,0.256756757,16,75,0.213333333,0,0,0,2,3,0.666666667,6,50,0.12,15,70,0.214285714,1,2,0.5,3,4,0.75,0,0,0,5,0,1,1,1,20,78,23,86,"""Warrior""","""The Filipino Assassin""",https://www.bestfightodds.com/events/ufc-fight-night-80-vanzant-vs-namajunas-1023,http://www.ufcstats.com/event-details/dd39f1ca787a3d9d,http://www.ufcstats.com/fight-details/f2ac86cd3e863243,Roy Silbert30 - 27.
UFC Fight Night: Namajunas vs. VanZant,Kailin Curran,Emily Peters Kagan,http://ufcstats.com/fighter-details/05b43e0ead3df345,http://ufcstats.com/fighter-details/c1ea9d56cd953586,W,L,2,3 Rnd (5-5-5),Women's Strawweight Bout,4:13,Submission,"5' 4""","65.0""",Orthodox,"5' 3""","66.0""",,1.288522589,3.708,1.285714286,3.75,77.60826305,26.96871629,77.77777778,26.66666667,-325,275,-350,245,-420,290,-300,264,-360,280,1.307692308,3.75,1.285714286,3.45,1.238095238,3.9,1.333333333,3.64,1.277777778,3.8,0,0,0,2,0,0,22,80,0.275,21,49,0.428571429,4,6,0.666666667,12,16,0.75,3,11,0.272727273,7,10,0.7,19,69,0.275362319,14,39,0.358974359,0,0,0,0,0,0,17,68,0.25,8,31,0.258064516,1,6,0.166666667,1,2,0.5,0,2,1,9,0.111111111,1,1,1,49,112,32,61,,,https://www.bestfightodds.com/events/ufc-fight-night-80-vanzant-vs-namajunas-1023,http://www.ufcstats.com/event-details/dd39f1ca787a3d9d,http://www.ufcstats.com/fight-details/8bfa9df5341c95c0,
UFC Fight Night: Henderson vs Masvidal,Benson Henderson,Jorge Masvidal,http://ufcstats.com/fighter-details/2676b28836a5a836,http://ufcstats.com/fighter-details/47b9e0e7703a4868,W,L,5,5 Rnd (5-5-5-5-5),Welterweight Bout,5:00,Decision - Split,"5' 9""","70.0""",Southpaw,"5' 11""","74.0""",Orthodox,1.423658332,2.91,1.4,3,70.24157255,34.36426117,71.42857143,33.33333333,-200,170,-275,200,-280,205,-201,180,-250,200,1.5,2.7,1.363636364,3,1.357142857,3.05,1.497512438,2.8,1.4,3,0,0,1,0,0,0,86,146,0.589041096,77,156,0.493589744,24,34,0.705882353,35,39,0.897435897,23,28,0.821428571,24,34,0.705882353,61,116,0.525862069,51,120,0.425,2,2,1,2,2,1,42,87,0.482758621,38,112,0.339285714,20,25,0.8,4,5,0.8,0,1,3,12,0.25,1,5,0.2,138,201,217,309,"""Smooth""","""Gamebred""",https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,http://www.ufcstats.com/event-details/4d636c3aa1105950,http://www.ufcstats.com/fight-details/982f4f96b6d0f346,Charlie Keech49 - 46.
UFC Fight Night: Henderson vs Masvidal,Dong Hyun Kim,Dominic Waters,http://ufcstats.com/fighter-details/9bcf8603ceb25680,http://ufcstats.com/fighter-details/2de91c2244ad7e89,W,L,1,3 Rnd (5-5-5),Welterweight Bout,3:11,KO/TKO,"6' 2""","76.0""",Southpaw,"6' 1""","79.0""",Orthodox,1.124242424,6.16,1.125,6.25,88.94878706,16.23376623,88.88888889,16,-800,575,-800,455,-800,500,-825,525,-800,525,1.125,6.75,1.125,5.55,1.125,6,1.121212121,6.25,1.125,6.25,0,0,0,1,0,0,0,0,0,6,8,0.75,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5,6,0.833333333,0,0,0,5,7,0.714285714,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,0,0,91,95,"""Stun Gun""","""Sho Nuff""",https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,http://www.ufcstats.com/event-details/4d636c3aa1105950,http://www.ufcstats.com/fight-details/6ec62f8822843edf,
UFC Fight Night: Henderson vs Masvidal,Yoshihiro Akiyama,Alberto Mina,http://ufcstats.com/fighter-details/b0550072e5f0afa7,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11,L,W,3,3 Rnd (5-5-5),Welterweight Bout,5:00,Decision - Split,"5' 10""","73.0""",Orthodox,"6' 0""","77.0""",Orthodox,1.63993134,2.294,1.625,2.29,60.97816267,43.59197908,61.53846154,43.66812227,-149,129,-170,130,-160,125,-141,128,-165,135,1.67114094,2.29,1.588235294,2.3,1.625,2.25,1.709219858,2.28,1.606060606,2.35,1,0,0,1,0,0,69,153,0.450980392,78,142,0.549295775,5,7,0.714285714,2,3,0.666666667,10,19,0.526315789,1,1,1,56,130,0.430769231,66,129,0.511627907,3,4,0.75,11,12,0.916666667,46,125,0.368,53,110,0.481818182,18,21,0.857142857,23,29,0.793103448,0,0,2,15,0.133333333,0,1,0,84,180,92,163,,"""Soldier of God""",https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,http://www.ufcstats.com/event-details/4d636c3aa1105950,http://www.ufcstats.com/fight-details/caef4f8801f39345,Barry Foley28 - 29.
UFC Fight Night: Henderson vs Masvidal,Dooho Choi,Sam Sicilia,http://ufcstats.com/fighter-details/e93b04e308913c2e,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31,W,L,1,3 Rnd (5-5-5),Featherweight Bout,1:33,KO/TKO,"5' 10""","70.0""",Orthodox,"5' 8""","67.0""",Orthodox,1.390289512,3.03,1.384615385,3,71.92746485,33.00330033,72.22222222,33.33333333,-260,220,-260,185,-265,190,-247,220,-250,200,1.384615385,3.2,1.384615385,2.85,1.377358491,2.9,1.4048583,3.2,1.4,3,1,0,0,0,0,0,18,26,0.692307692,8,19,0.421052632,1,1,1,0,1,0,1,1,1,0,0,0,13,20,0.65,8,19,0.421052632,4,5,0.8,0,0,0,17,25,0.68,6,16,0.375,0,0,0,2,2,1,0,0,0,0,0,0,1,0,18,26,8,19,"""The Korean Superboy""",,https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,http://www.ufcstats.com/event-details/4d636c3aa1105950,http://www.ufcstats.com/fight-details/a09bfdaa83d99efb,
UFC Fight Night: Henderson vs Masvidal,Jake Collier,Dongi Yang,http://ufcstats.com/fighter-details/92fa1401b7927da3,http://ufcstats.com/fighter-details/aed06011bf62237b,L,W,2,3 Rnd (5-5-5),Middleweight Bout,1:50,KO/TKO,"6' 3""","78.0""",Orthodox,"5' 10""","71.0""",Southpaw,1.776858238,2.05,1.740740741,2.05,56.27910988,48.7804878,57.44680851,48.7804878,-125,105,-135,105,-135,105,-116,105,-135,105,1.8,2.05,1.740740741,2.05,1.740740741,2.05,1.862068966,2.05,1.740740741,2.05,1,0,2,0,0,0,22,41,0.536585366,29,42,0.69047619,9,13,0.692307692,5,5,1,2,3,0.666666667,2,2,1,20,38,0.526315789,15,22,0.681818182,0,0,0,12,18,0.666666667,8,22,0.363636364,23,36,0.638888889,5,6,0.833333333,1,1,1,0,0,0,1,0,1,6,0.166666667,29,48,54,76,"""The Prototype""","""The Ox""",https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,http://www.ufcstats.com/event-details/4d636c3aa1105950,http://www.ufcstats.com/fight-details/3266f569a6246d90,
UFC Fight Night: Henderson vs Masvidal,Yui Chul Nam,Mike De La Torre,http://ufcstats.com/fighter-details/a00ec21cfbba17b6,http://ufcstats.com/fighter-details/1971869b7e054261,L,W,3,3 Rnd (5-5-5),Featherweight Bout,5:00,Decision - Split,"5' 9""","69.0""",Orthodox,"5' 11""","71.0""",Orthodox,1.849064559,1.946207416,1.833333333,1.952380952,54.08139999,51.38198487,54.54545455,51.2195122,-120,100,-115,-115,-125,-105,-110,100,-120,-110,1.833333333,2,1.869565217,1.869565217,1.8,1.952380952,1.909090909,2,1.833333333,1.909090909,0,0,0,0,0,0,47,95,0.494736842,53,120,0.441666667,8,9,0.888888889,24,36,0.666666667,14,22,0.636363636,28,38,0.736842105,27,67,0.402985075,25,82,0.304878049,6,6,1,0,0,0,37,84,0.44047619,29,84,0.345238095,2,2,1,0,0,0,0,0,0,2,0,1,21,0.047619048,107,161,97,167,"""The Korean Bulldozer""","""El Cucuy""",https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,http://www.ufcstats.com/event-details/4d636c3aa1105950,http://www.ufcstats.com/fight-details/85168b8d99f7ce42,Charlie Keech28 - 29.
UFC Fight Night: Henderson vs Masvidal,Leo Kuntz,Tae Hyun Bang,http://ufcstats.com/fighter-details/6905d45bd71b50a9,http://ufcstats.com/fighter-details/9a2d3567abc02e34,L,W,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Split,"5' 10""","74.0""",Orthodox,"5' 9""","71.0""",Switch,1.298944535,3.65,1.332225914,3.65,76.98558125,27.39726027,75.06234414,27.39726027,-280,240,-400,270,-475,325,-301,265,-290,225,1.357142857,3.4,1.25,3.7,1.210526316,4.25,1.332225914,3.65,1.344827586,3.25,0,1,2,0,0,1,31,91,0.340659341,54,109,0.495412844,4,9,0.444444444,3,4,0.75,2,4,0.5,4,11,0.363636364,27,85,0.317647059,41,87,0.471264368,2,2,1,9,11,0.818181818,25,78,0.320512821,50,104,0.480769231,2,4,0.5,1,1,1,1,2,3,12,0.25,1,1,1,74,137,68,124,"""The Lion""","""The Korean Cowboy""",https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,http://www.ufcstats.com/event-details/4d636c3aa1105950,http://www.ufcstats.com/fight-details/e8d3768f293a699b,Charlie Keech29 - 28.
UFC Fight Night: Henderson vs Masvidal,Cortney Casey,Seohee Ham,http://ufcstats.com/fighter-details/5f179af5fffeb9f6,http://ufcstats.com/fighter-details/165c244bcca3ed26,L,W,3,3 Rnd (5-5-5),Women's Strawweight Bout,5:00,Decision - Unanimous,"5' 7""","67.0""",Orthodox,"5' 2""","62.0""",Southpaw,1.681164117,2.21,1.689655172,2.2,59.48259244,45.24886878,59.18367347,45.45454545,-140,120,-160,125,-160,125,-133,120,-145,115,1.714285714,2.2,1.625,2.25,1.625,2.25,1.751879699,2.2,1.689655172,2.15,0,0,0,0,0,0,78,227,0.343612335,71,174,0.408045977,8,24,0.333333333,14,34,0.411764706,18,27,0.666666667,10,27,0.37037037,60,200,0.3,61,147,0.414965986,0,0,0,0,0,0,51,182,0.28021978,43,124,0.346774194,19,21,0.904761905,14,16,0.875,0,0,0,0,0,0,2,0,80,229,83,188,"""Cast Iron""",,https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,http://www.ufcstats.com/event-details/4d636c3aa1105950,http://www.ufcstats.com/fight-details/0f641756e99605ad,Barry Foley29 - 28.
UFC Fight Night: Henderson vs Masvidal,Fredy Serrano,Yao Zhikui,http://ufcstats.com/fighter-details/0ccab7c889ede9ea,http://ufcstats.com/fighter-details/5ea918ea81b7dee2,W,L,1,3 Rnd (5-5-5),Flyweight Bout,0:44,KO/TKO,"5' 3""","65.0""",Orthodox,"5' 5""","64.0""",Orthodox,1.591347136,2.394,1.606060606,2.35,62.83984036,41.7710944,62.26415094,42.55319149,-152,132,-210,155,-175,135,-155,140,-165,135,1.657894737,2.32,1.476190476,2.55,1.571428571,2.35,1.64516129,2.4,1.606060606,2.35,0,0,1,0,0,0,3,5,0.6,1,6,0.166666667,0,1,0,0,1,0,1,2,0.5,1,2,0.5,2,3,0.666666667,0,4,0,0,0,0,0,0,0,1,2,0.5,1,5,0.2,2,2,1,0,0,0,0,0,1,2,0.5,0,0,0,7,11,1,6,"""El Profe""","""The Conqueror""",https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,http://www.ufcstats.com/event-details/4d636c3aa1105950,http://www.ufcstats.com/fight-details/3a932a4cacacc939,
UFC Fight Night: Henderson vs Masvidal,Ning Guangyou,Marco Beltran,http://ufcstats.com/fighter-details/2c1170b825f58e57,http://ufcstats.com/fighter-details/ec71a892fada28c7,L,W,3,3 Rnd (5-5-5),Bantamweight Bout,5:00,Decision - Split,"5' 4""","64.0""",Southpaw,"5' 8""","69.0""",Orthodox,1.612501596,2.354,1.606060606,2.35,62.0154425,42.4808836,62.26415094,42.55319149,-142,122,-185,140,-185,145,-149,135,-165,135,1.704225352,2.22,1.540540541,2.4,1.540540541,2.45,1.67114094,2.35,1.606060606,2.35,0,0,0,0,0,0,30,90,0.333333333,23,61,0.37704918,12,19,0.631578947,5,8,0.625,11,16,0.6875,6,7,0.857142857,18,72,0.25,14,50,0.28,1,2,0.5,3,4,0.75,13,65,0.2,11,43,0.255813953,5,6,0.833333333,7,10,0.7,0,0,1,1,1,0,2,0,44,108,67,111,"""Smasher""","""Psycho""",https://www.bestfightodds.com/events/ufc-fight-night-79-henderson-vs-masvidal-1013,http://www.ufcstats.com/event-details/4d636c3aa1105950,http://www.ufcstats.com/fight-details/7ac1c2f87b795742,Garth Harriman28 - 29.
UFC Fight Night: Magny vs Gastelum,Kelvin Gastelum,Neil Magny,http://ufcstats.com/fighter-details/8c0580d4fff106c1,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,L,W,5,5 Rnd (5-5-5-5-5),Welterweight Bout,5:00,Decision - Split,"5' 9""","71.0""",Southpaw,"6' 3""","80.0""",Orthodox,1.300495888,3.57,1.3125,3.7,76.89374565,28.01120448,76.19047619,27.02702703,-330,270,-400,270,-315,230,-313,275,-320,240,1.303030303,3.7,1.25,3.7,1.317460317,3.3,1.319488818,3.75,1.3125,3.4,2,0,3,5,1,0,54,134,0.402985075,54,145,0.372413793,6,7,0.857142857,10,15,0.666666667,4,11,0.363636364,11,18,0.611111111,43,109,0.394495413,39,122,0.319672131,7,14,0.5,4,5,0.8,34,111,0.306306306,41,121,0.338842975,14,16,0.875,3,9,0.333333333,0,0,2,3,0.666666667,6,14,0.428571429,86,167,81,174,,,https://www.bestfightodds.com/events/ufc-fight-night-78-magny-vs-gastelum-999,http://www.ufcstats.com/event-details/243b07fc65ccbb16,http://www.ufcstats.com/fight-details/d3ccf71e68480007,Eric Colon48 - 47.
UFC Fight Night: Magny vs Gastelum,Ricardo Lamas,Diego Sanchez,http://ufcstats.com/fighter-details/3974fa35c917af1d,http://ufcstats.com/fighter-details/82e7929bf6c2b689,W,L,3,3 Rnd (5-5-5),Featherweight Bout,5:00,Decision - Unanimous,"5' 8""","71.0""",Orthodox,"5' 10""","72.0""",Southpaw,1.221924724,4.35,1.222222222,4.25,81.83810184,22.98850575,81.81818182,23.52941176,-450,350,-500,325,-435,300,-450,385,-425,315,1.222222222,4.5,1.2,4.25,1.229885057,4,1.222222222,4.85,1.235294118,4.15,0,0,0,0,0,0,30,86,0.348837209,57,109,0.52293578,8,11,0.727272727,5,8,0.625,11,14,0.785714286,13,15,0.866666667,17,70,0.242857143,43,93,0.462365591,2,2,1,1,1,1,22,75,0.293333333,25,70,0.357142857,0,0,0,27,31,0.870967742,0,0,1,2,0.5,3,6,0.5,36,92,69,122,"""The Bully""","""Nightmare""",https://www.bestfightodds.com/events/ufc-fight-night-78-magny-vs-gastelum-999,http://www.ufcstats.com/event-details/243b07fc65ccbb16,http://www.ufcstats.com/fight-details/34a39beb93225e2e,Cardo Urso30 - 27.
UFC Fight Night: Magny vs Gastelum,Henry Cejudo,Jussier Formiga,http://ufcstats.com/fighter-details/056c493bbd76a918,http://ufcstats.com/fighter-details/b102c26727306ab6,W,L,3,3 Rnd (5-5-5),Flyweight Bout,5:00,Decision - Split,"5' 4""","64.0""",Orthodox,"5' 5""","67.0""",Orthodox,1.18727651,4.89,1.181818182,4.85,84.2263779,20.44989775,84.61538462,20.6185567,-500,385,-550,350,-560,375,-515,435,-550,400,1.2,4.85,1.181818182,4.5,1.178571429,4.75,1.194174757,5.35,1.181818182,5,0,0,0,0,0,0,43,110,0.390909091,25,87,0.287356322,30,39,0.769230769,11,17,0.647058824,29,41,0.707317073,12,16,0.75,14,69,0.202898551,13,71,0.183098592,0,0,0,0,0,0,11,63,0.174603175,12,66,0.181818182,2,8,0.25,2,4,0.5,0,0,2,3,0.666666667,0,3,0,71,140,39,102,"""The Messenger""","""Formiga""",https://www.bestfightodds.com/events/ufc-fight-night-78-magny-vs-gastelum-999,http://www.ufcstats.com/event-details/243b07fc65ccbb16,http://www.ufcstats.com/fight-details/e8d087f822be7b02,Roy Silbert29 - 28.
UFC Fight Night: Magny vs Gastelum,Enrique Marin,Erick Montano,http://ufcstats.com/fighter-details/23a6e307077c6ccc,http://ufcstats.com/fighter-details/8163cd7de0342652,L,W,3,3 Rnd + OT (5-5-5-5),Ultimate Fighter Latin America 2 Welterweight Tournament Title Bout,5:00,Decision - Split,"5' 10""","74.0""",,"6' 0""","73.0""",Orthodox,1.478837667,2.71,1.476190476,2.65,67.62067414,36.900369,67.74193548,37.73584906,-210,180,-207,155,-210,160,-218,195,-200,165,1.476190476,2.8,1.483091787,2.55,1.476190476,2.6,1.458715596,2.95,1.5,2.65,0,0,0,1,2,1,27,94,0.287234043,49,116,0.422413793,3,4,0.75,6,12,0.5,3,4,0.75,2,5,0.4,24,89,0.269662921,46,110,0.418181818,0,1,0,1,1,1,16,80,0.2,28,71,0.394366197,8,10,0.8,15,33,0.454545455,0,0,1,3,0.333333333,2,3,0.666666667,33,102,59,126,"""Wasabi""","""Perry""",https://www.bestfightodds.com/events/ufc-fight-night-78-magny-vs-gastelum-999,http://www.ufcstats.com/event-details/243b07fc65ccbb16,http://www.ufcstats.com/fight-details/06c124a55f77a7a5,Cardo Urso29 - 28.
UFC Fight Night: Magny vs Gastelum,Horacio Gutierrez,Enrique Barzola,http://ufcstats.com/fighter-details/cd85b48dc880fabd,http://ufcstats.com/fighter-details/be0b310a12eb80b4,L,W,3,3 Rnd + OT (5-5-5-5),Ultimate Fighter Latin America 2 Lightweight Tournament Title Bout,5:00,Decision - Unanimous,"5' 10""","69.0""",,"5' 7""","70.0""",,1.521198526,2.58,1.526315789,2.55,65.73763928,38.75968992,65.51724138,39.21568627,-200,170,-185,140,-190,150,-195,175,-190,155,1.5,2.7,1.540540541,2.4,1.526315789,2.5,1.512820513,2.75,1.526315789,2.55,0,0,1,0,0,0,38,71,0.535211268,10,38,0.263157895,6,7,0.857142857,0,0,0,2,2,1,4,6,0.666666667,6,12,0.5,6,32,0.1875,30,57,0.526315789,0,0,0,31,63,0.492063492,6,30,0.2,1,1,1,4,8,0.5,0,0,5,9,0.555555556,0,0,0,173,221,16,45,"""The Punisher""","""El Fuerte""",https://www.bestfightodds.com/events/ufc-fight-night-78-magny-vs-gastelum-999,http://www.ufcstats.com/event-details/243b07fc65ccbb16,http://www.ufcstats.com/fight-details/0cbeda449bc94af7,Marcos Rosales26 - 30.
UFC Fight Night: Magny vs Gastelum,Leandro Silva,Efrain Escudero,http://ufcstats.com/fighter-details/159da492e000afbf,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,W,L,3,3 Rnd (5-5-5),Lightweight Bout,5:00,Decision - Unanimous,"5' 9""","72.0""",Orthodox,"5' 9""","70.0""",Orthodox,1.661389615,2.246,1.666666667,2.25,60.19057726,44.52359751,60,44.44444444,-148,128,-150,115,-160,125,-144,130,-155,125,1.675675676,2.28,1.666666667,2.15,1.625,2.25,1.694444444,2.3,1.64516129,2.25,0,0,1,0,0,0,35,89,0.393258427,24,63,0.380952381,15,27,0.555555556,7,12,0.583333333,6,10,0.6,2,7,0.285714286,29,79,0.367088608,12,40,0.3,0,0,0,10,16,0.625,16,56,0.285714286,12,41,0.292682927,4,6,0.666666667,5,10,0.5,0,0,0,0,0,2,7,0.285714286,47,103,56,101,"""Buscape""","""Hecho En Mexico""",https://www.bestfightodds.com/events/ufc-fight-night-78-magny-vs-gastelum-999,http://www.ufcstats.com/event-details/243b07fc65ccbb16,http://www.ufcstats.com/fight-details/4e3611c9a9e20ff0,Roy Silbert28 - 29.
UFC Fight Night: Magny vs Gastelum,Erik Perez,Taylor Lapilus,http://ufcstats.com/fighter-details/af62f99eb7606308,http://ufcstats.com/fighter-details/8b1ed83b02303075,W,L,3,3 Rnd (5-5-5),Bantamweight Bout,5:00,Decision - Unanimous,"5' 8""","68.0""",Orthodox,"5' 6""","73.0""",Southpaw,1.705126802,2.162,1.714285714,2.1,58.64666481,46.25346901,58.33333333,47.61904762,-140,120,-145,110,-135,105,-150,136,-140,110,1.714285714,2.2,1.689655172,2.1,1.740740741,2.05,1.666666667,2.36,1.714285714,2.1,0,1,2,0,0,0,31,92,0.336956522,20,78,0.256410256,14,21,0.666666667,4,5,0.8,2,4,0.5,2,2,1,17,73,0.232876712,18,76,0.236842105,12,15,0.8,0,0,0,17,69,0.246376812,12,65,0.184615385,0,2,0,4,8,0.5,0,1,1,2,0.5,0,1,0,109,172,23,82,"""Goyito""","""Double Impact""",https://www.bestfightodds.com/events/ufc-fight-night-78-magny-vs-gastelum-999,http://www.ufcstats.com/event-details/243b07fc65ccbb16,http://www.ufcstats.com/fight-details/83b32e9300fec365,Cardo Urso29 - 28.
